GENE	TCGA-OR-A5J1	TCGA-OR-A5J2	TCGA-OR-A5J3
NUP188	1297.7906	1234.8674	1305.8806
NUP205	598.9433	1838.0077	1230.0400
NUP210L	2.8818	0.0000	0.5925
NUP210	171.4697	2950.0728	849.0594
NUP214	1163.3045	1476.8482	1148.2743
NUP35	369.8367	101.8655	290.3274
NUP37	295.3890	370.0173	543.9194
NUP43	990.8742	584.2167	693.8231
NUP50	871.7579	1391.4906	828.3217
NUP54	368.8761	351.4963	366.7605
NUP62CL	66.2824	19.3263	415.9384
NUP62	720.1825	692.0089	2500.7614
NUP85	572.5264	345.0542	439.0461
NUP88	566.5946	644.5750	324.7341
NUP93	848.2229	689.3032	1578.4328
NUP98	1772.3343	2259.9643	1191.5272
NUPL1	687.8002	1520.7350	769.0712
NUPL2	518.7320	446.9197	916.0124
NUPR1	232.9491	1240.5042	3040.7347
NUS1	1378.9625	917.1920	994.2231
NUSAP1	1001.9212	553.2141	203.2292
NUTF2	3957.2526	1484.9009	2528.8105
NVL	376.0807	617.6350	340.6903
NWD1	0.4803	1.2079	11.2576
NXF1	1546.1095	1433.7668	1979.5586
NXF2B	0.0000	0.5758	0.0000
NXF2	0.0000	1.8400	0.0000
NXF3	0.0000	0.4026	0.5925
NXF4	0.0000	0.0000	0.0000
NXF5	0.0000	0.0000	0.5925
NXNL1	2.4015	2.0132	4.7400
NXNL2	0.0000	0.4026	0.0000
NXN	421.7099	105.8918	321.1376
NXPH1	0.0000	78.1103	341.2828
NXPH2	0.0000	0.0000	0.0000
NXPH3	14.8895	266.5413	5.3325
NXPH4	2.4015	75.6945	747.1486
NXT1	359.7502	146.9601	327.0627
NXT2	771.3737	1330.2908	384.5356
NYNRIN	118.1556	514.5616	31.9953
NYX	0.0000	0.4026	0.5925
OAF	1443.8040	1964.0310	1406.6064
OAS1	328.5303	165.8837	271.9597
OAS2	68.2037	301.9728	59.8430
OAS3	463.4966	626.8955	642.2752
OASL	9.6061	41.4709	76.4331
OAT	1301.6330	4687.4229	2748.6298
OAZ1	16158.0211	12177.9586	23129.6104
OAZ2	2243.9962	1550.1270	1921.4931
OAZ3	24.0922	8.1049	14.3208
OBFC1	1705.0913	1847.6708	567.0271
OBFC2A	81.1720	64.4209	156.4213
OBFC2B	1120.0768	1370.1512	1272.7003
OBP2A	0.0000	0.4026	0.0000
OBP2B	0.0000	0.4026	0.0000
OBSCN	534.5821	2999.8863	411.7908
OBSL1	11202.6897	1557.7770	6289.4386
OC90	0.0000	0.0000	0.0000
OCA2	1.9212	13.6894	1.1850
OCEL1	532.1806	165.0785	546.8819
OCIAD1	5548.9914	2313.5142	2886.0909
OCIAD2	743.9962	418.3330	552.2145
OCLM	2.4015	1.6105	1.7775
OCLN	9.6061	5.6368	8.2951
OCM2	0.0000	0.0000	0.0000
OCM	0.4803	0.0000	1.7775
OCRL	2644.0922	1633.4715	2082.6544
ODAM	145.0528	22.9499	0.5925
ODC1	523.0548	1348.0065	2086.8020
ODF1	0.0000	0.0000	2.3700
ODF2L	196.4457	101.0602	193.7491
ODF2	420.2690	345.4569	609.6875
ODF3B	21.6138	55.5630	21.3302
ODF3L1	0.4803	1.2079	2.9625
ODF3L2	0.4803	3.6237	5.9250
ODF3	0.9606	0.4026	0.0000
ODF4	0.0000	0.0000	0.0000
ODZ1	22.0941	7.2473	91.8382
ODZ2	10.0865	6.4421	136.2761
ODZ3	56.1960	208.5625	273.1447
ODZ4	5.2834	97.4366	158.7913
OFD1	938.5207	409.4751	427.1960
OGDHL	45.1489	792.7792	305.7325
OGDH	3058.5975	9103.8756	8266.0347
OGFOD1	1009.6061	824.9897	2694.7119
OGFOD2	753.5687	956.7021	863.8839
OGFRL1	113.3525	144.5443	36.1428
OGFR	1387.9107	747.2941	952.2974
OGG1	418.7080	558.3839	87.7322
OGN	10.5668	71.2656	1.7775
OGT	2395.2930	2152.8647	2667.4567
OIP5	158.8521	63.5794	8.4136
OIT3	0.0000	3.2210	0.0000
OLA1	1308.3573	988.0550	1377.5737
OLAH	0.0000	1.6105	1.1850
OLFM1	550.9126	176.3521	2809.6578
OLFM2	155.6196	573.7483	12635.7577
OLFM3	0.0000	1.6105	39.1053
OLFM4	0.0000	0.0000	2.3700
OLFML1	39.3852	79.3182	21.3302
OLFML2A	206.0519	363.5752	31.4028
OLFML2B	120.5572	313.2464	79.3956
OLFML3	94.6206	708.6295	24.2927
OLIG1	57.1566	13.2868	184.8615
OLIG2	10.0865	0.4026	7.7026
OLIG3	0.0000	0.0000	0.5925
OLR1	171.9500	11.2737	28.4402
OMA1	388.5687	460.2065	216.8568
OMD	10.0865	9.6631	2.9625
OMG	0.4803	0.4026	0.0000
OMP	0.0000	0.8053	1.1850
ONECUT1	0.0000	0.0000	0.0000
ONECUT2	120.0768	74.0840	102.5033
ONECUT3	0.0000	0.0000	0.0000
OOEP	0.4803	0.0000	1.1850
OPA1	1262.2478	3838.6781	1860.4651
OPA3	318.9241	574.9562	1647.1634
OPALIN	0.0000	0.0000	0.5925
OPCML	0.4803	0.8053	4.7400
OPHN1	94.6206	301.5702	211.5242
OPLAH	835.2546	468.2591	183.0840
OPN1LW	0.0000	0.0000	0.0000
OPN1MW	0.0000	0.0000	0.0000
OPN1SW	5.7637	1.2079	1.7775
OPN3	212.9347	395.3830	322.1804
OPN4	0.9606	1.2079	37.3278
OPN5	0.0000	0.4026	0.0000
OPRD1	0.0000	0.0000	0.0000
OPRK1	0.0000	0.4026	1.1850
OPRL1	11.5274	619.2455	21.9227
OPRM1	0.0000	0.0000	0.0000
OPTC	0.0000	0.0000	0.0000
OPTN	5809.3180	10761.9075	1638.2758
OR10A2	0.0000	0.0000	0.0000
OR10A3	0.0000	0.0000	0.0000
OR10A4	0.0000	0.0000	0.5925
OR10A5	0.0000	0.0000	0.0000
OR10A6	0.0000	0.0000	0.0000
OR10A7	0.0000	0.0000	0.0000
OR10AD1	4.3228	2.4158	1.7775
OR10AG1	0.0000	0.0000	0.0000
OR10C1	0.0000	0.0000	0.0000
OR10G2	0.0000	0.0000	0.0000
OR10G3	0.0000	0.0000	0.0000
OR10G4	0.0000	0.0000	1.1850
OR10G7	0.0000	0.0000	0.0000
OR10G8	0.0000	0.0000	0.0000
OR10G9	0.0000	0.0000	0.0000
OR10H1	0.0000	0.0000	0.0000
OR10H2	0.0000	0.0000	0.0000
OR10H3	0.0000	0.0000	0.0000
OR10H4	0.0000	0.0000	0.0000
OR10H5	0.0000	0.0000	0.0000
OR10J1	0.0000	0.0000	0.0000
OR10J3	0.0000	0.0000	0.0000
OR10J5	0.0000	0.0000	0.0000
OR10K1	0.0000	0.0000	0.0000
OR10K2	0.0000	0.0000	0.0000
OR10P1	0.0000	0.0000	0.0000
OR10Q1	0.0000	0.0000	0.0000
OR10R2	0.0000	0.0000	0.0000
OR10S1	0.0000	0.0000	0.0000
OR10T2	0.0000	0.0000	0.0000
OR10V1	0.0000	0.0000	0.0000
OR10W1	0.0000	0.0000	0.0000
OR10X1	0.0000	0.0000	0.0000
OR10Z1	0.0000	0.0000	0.0000
OR11A1	0.0000	0.0000	0.0000
OR11G2	0.0000	0.0000	0.0000
OR11H12	0.0000	0.4026	0.0000
OR11H1	0.0000	0.0000	0.0000
OR11H4	0.0000	0.0000	0.0000
OR11H6	0.0000	0.0000	0.0000
OR11L1	0.0000	0.0000	0.0000
OR12D2	0.0000	0.0000	0.0000
OR12D3	0.0000	0.0000	0.0000
OR13A1	0.0000	0.4026	0.5925
OR13C2	0.4803	0.4026	0.0000
OR13C3	0.0000	0.0000	0.5925
OR13C4	0.0000	0.0000	0.0000
OR13C5	0.4803	0.4026	0.0000
OR13C8	0.0000	0.0000	0.0000
OR13C9	0.0000	0.8053	0.0000
OR13D1	0.0000	0.0000	0.0000
OR13F1	0.0000	0.0000	0.0000
OR13G1	0.0000	0.0000	0.0000
OR13H1	0.0000	0.0000	0.0000
OR13J1	0.4803	0.0000	0.5925
OR14A16	0.0000	0.0000	0.0000
OR14C36	0.0000	0.0000	0.0000
OR14I1	0.0000	2.8184	0.0000
OR14J1	0.0000	0.0000	0.0000
OR1A1	0.0000	0.0000	0.0000
OR1A2	0.0000	0.0000	0.0000
OR1B1	0.0000	0.0000	0.0000
OR1C1	0.0000	0.0000	0.0000
OR1D2	0.0000	0.0000	0.0000
OR1D4	0.0000	0.0000	0.0000
OR1E1	0.0000	0.0000	0.0000
OR1E2	0.0000	0.0000	0.0000
OR1F1	0.0000	0.0000	2.9625
OR1F2P	0.0000	0.0000	0.0000
OR1G1	0.0000	0.0000	0.0000
OR1I1	0.0000	0.0000	0.0000
OR1J1	0.0000	0.8053	0.0000
OR1J2	1.6090	0.4429	0.5925
OR1J4	0.0000	1.6105	0.0000
OR1K1	0.0000	0.4026	0.0000
OR1L1	0.0000	0.0000	0.0000
OR1L3	0.0000	0.0000	0.0000
OR1L4	0.0000	0.0000	0.0000
OR1L6	0.0000	0.0000	0.0000
OR1L8	0.0000	1.2079	1.1850
OR1M1	0.0000	0.0000	0.0000
OR1N1	0.0000	0.4026	0.0000
OR1N2	0.0000	0.0000	0.0000
OR1Q1	0.0000	0.4026	0.0000
OR1S1	0.0000	0.0000	0.0000
OR1S2	0.0000	0.0000	0.0000
OR2A12	0.0000	0.0000	0.0000
OR2A14	0.0000	0.0000	0.0000
OR2A1	1.9212	3.2210	1.1850
OR2A25	0.0000	0.0000	0.0000
OR2A2	0.0000	0.8053	0.0000
OR2A4	1.4409	24.1578	0.0000
OR2A5	0.4803	0.4026	0.0000
OR2A7	8.1652	258.0861	0.5925
OR2A9P	19.2123	102.6707	11.2576
OR2AE1	0.4803	0.4026	0.0000
OR2AG1	0.0000	0.0000	0.0000
OR2AG2	0.0000	0.4026	0.0000
OR2AK2	0.0000	0.0000	0.0000
OR2AT4	0.0000	0.0000	0.0000
OR2B11	0.0000	0.0000	0.0000
OR2B2	0.0000	0.0000	0.0000
OR2B3	0.0000	0.0000	0.0000
OR2B6	0.0000	0.0000	0.5925
OR2C1	0.0000	0.4026	0.5925
OR2C3	0.9606	0.0000	0.0000
OR2D2	0.4803	0.0000	0.0000
OR2D3	0.0000	0.0000	0.0000
OR2F1	0.4803	0.0000	0.0000
OR2F2	0.0000	0.0000	0.0000
OR2G2	0.0000	0.0000	0.0000
OR2G3	0.0000	0.0000	0.0000
OR2G6	0.0000	0.0000	0.0000
OR2H1	0.0000	0.0000	0.0000
OR2H2	0.4803	0.0000	0.0000
OR2J2	0.0000	0.0000	0.0000
OR2J3	0.0000	0.0000	0.0000
OR2K2	0.0000	0.0000	0.0000
OR2L13	0.0000	0.4026	0.0000
OR2L1P	0.0000	0.0000	0.0000
OR2L2	0.0000	0.0000	0.0000
OR2L3	0.0000	0.0000	0.0000
OR2L8	0.0000	0.0000	0.0000
OR2M1P	0.0000	0.0000	0.0000
OR2M2	0.0000	0.0000	0.0000
OR2M3	0.0000	0.0000	0.0000
OR2M4	0.0000	0.0000	0.0000
OR2M5	0.0000	0.0000	0.0000
OR2M7	0.0000	0.0000	0.0000
OR2S2	0.0000	0.0000	0.0000
OR2T10	0.0000	0.0000	0.0000
OR2T11	0.0000	0.0000	0.0000
OR2T12	0.0000	0.0000	0.0000
OR2T1	0.0000	0.0000	0.0000
OR2T27	0.0000	0.0000	0.0000
OR2T29	0.0000	0.0000	0.0000
OR2T2	0.0000	0.4026	0.0000
OR2T33	0.0000	0.0000	0.0000
OR2T34	0.0000	0.0000	0.0000
OR2T35	0.0000	0.0000	0.0000
OR2T3	0.0000	0.0000	0.0000
OR2T4	0.0000	0.0000	0.0000
OR2T5	0.0000	0.0000	0.0000
OR2T6	0.0000	0.0000	0.0000
OR2T8	0.4803	0.0000	0.0000
OR2V2	0.0000	0.0000	0.0000
OR2W1	0.0000	0.0000	0.0000
OR2W3	0.0000	0.4026	0.0000
OR2W5	0.0000	0.4026	0.5925
OR2Y1	0.0000	0.0000	0.0000
OR2Z1	0.0000	0.0000	0.0000
OR3A1	0.4803	0.0000	2.9625
OR3A2	0.0000	0.0000	12.4426
OR3A3	0.0000	0.0000	0.0000
OR3A4	0.0000	0.0000	0.0000
OR4A15	0.0000	0.0000	0.0000
OR4A16	0.0000	0.0000	0.0000
OR4A47	0.0000	0.0000	0.0000
OR4A5	0.0000	0.0000	0.0000
OR4B1	0.0000	0.0000	0.0000
OR4C11	0.0000	0.0000	0.0000
OR4C12	0.0000	0.0000	0.0000
OR4C13	0.0000	0.0000	0.0000
OR4C15	0.0000	0.0000	0.0000
OR4C16	0.0000	0.0000	0.0000
OR4C3	0.0000	0.0000	0.0000
OR4C45	0.0000	0.0000	0.0000
OR4C46	0.0000	0.0000	0.0000
OR4C6	0.0000	0.0000	0.0000
OR4D10	0.0000	0.0000	0.0000
OR4D11	0.0000	0.0000	0.0000
OR4D1	0.0000	0.0000	0.0000
OR4D2	0.0000	0.0000	0.0000
OR4D5	0.0000	0.0000	0.0000
OR4D6	0.0000	0.0000	0.0000
OR4D9	0.0000	0.0000	0.0000
OR4E2	0.0000	0.0000	0.0000
OR4F15	0.0000	0.0000	0.0000
OR4F17	0.0000	0.0000	0.0000
OR4F21	0.0000	0.0000	0.0000
OR4F29	0.0000	0.4026	0.0000
OR4F4	0.0000	0.0000	0.0000
OR4F5	0.0000	0.0000	0.0000
OR4F6	0.0000	0.0000	0.0000
OR4K13	0.0000	0.0000	0.0000
OR4K14	0.0000	0.0000	0.0000
OR4K15	0.0000	0.0000	0.0000
OR4K17	0.0000	0.0000	0.0000
OR4K1	0.0000	0.0000	0.0000
OR4K2	0.0000	0.0000	0.0000
OR4K5	0.0000	0.0000	0.0000
OR4L1	0.0000	0.0000	0.0000
OR4M1	0.0000	0.0000	0.0000
OR4M2	0.0000	0.0000	0.0000
OR4N2	0.0000	0.0000	0.0000
OR4N3P	0.0000	0.0000	0.0000
OR4N4	0.0000	0.0000	0.0000
OR4N5	0.0000	0.0000	0.0000
OR4P4	0.0000	0.0000	0.0000
OR4Q3	0.0000	0.0000	0.0000
OR4S1	0.0000	0.0000	0.0000
OR4S2	0.0000	0.0000	0.0000
OR4X1	0.0000	0.0000	0.0000
OR4X2	0.0000	0.0000	0.0000
OR51A2	0.0000	0.0000	0.0000
OR51A4	0.0000	0.0000	0.0000
OR51A7	0.0000	0.0000	0.0000
OR51B2	0.0000	0.0000	0.0000
OR51B4	0.0000	2.0132	0.5925
OR51B5	0.0000	0.8053	0.0000
OR51B6	0.0000	0.0000	0.0000
OR51D1	0.0000	0.0000	0.0000
OR51E1	12.0077	2.0132	1.7775
OR51E2	1.4409	34.2236	33.7728
OR51F1	0.0000	0.0000	0.0000
OR51F2	0.0000	0.0000	0.0000
OR51G1	0.0000	0.0000	0.0000
OR51G2	0.0000	0.0000	0.0000
OR51I1	0.0000	0.0000	0.0000
OR51I2	0.0000	0.0000	0.0000
OR51L1	0.0000	0.0000	0.0000
OR51M1	0.0000	0.0000	0.0000
OR51Q1	0.0000	0.0000	0.0000
OR51S1	0.0000	0.0000	0.0000
OR51T1	0.0000	0.0000	0.0000
OR51V1	0.0000	0.0000	0.0000
OR52A1	0.0000	0.0000	0.0000
OR52A4	0.0000	0.0000	0.0000
OR52A5	0.0000	0.0000	0.0000
OR52B2	0.0000	0.0000	0.0000
OR52B4	0.0000	0.0000	0.0000
OR52B6	0.0000	0.0000	0.0000
OR52D1	0.0000	0.4026	0.0000
OR52E2	0.0000	0.0000	0.0000
OR52E4	0.0000	0.0000	0.0000
OR52E6	0.0000	0.0000	0.0000
OR52E8	0.0000	0.0000	0.0000
OR52H1	0.0000	0.0000	0.0000
OR52I1	0.0000	0.0000	0.0000
OR52I2	0.0000	0.0000	0.0000
OR52J3	0.0000	0.0000	0.0000
OR52K1	0.0000	0.0000	0.0000
OR52K2	0.0000	0.0000	0.0000
OR52L1	0.0000	0.0000	0.0000
OR52M1	0.0000	0.0000	0.0000
OR52N1	0.0000	0.0000	0.0000
OR52N2	0.0000	0.0000	0.0000
OR52N4	0.0000	0.0000	0.0000
OR52N5	0.0000	0.0000	0.0000
OR52R1	0.0000	0.0000	0.0000
OR52W1	0.0000	0.0000	0.0000
OR56A1	0.0000	0.0000	0.0000
OR56A3	0.0000	0.0000	0.0000
OR56A4	0.0000	0.0000	0.0000
OR56A5	0.0000	0.0000	0.0000
OR56B1	0.0000	0.0000	0.0000
OR56B4	0.0000	0.0000	0.5925
OR5A1	0.0000	0.0000	0.0000
OR5A2	0.0000	0.0000	0.0000
OR5AC2	0.0000	0.0000	0.0000
OR5AK2	0.0000	0.0000	0.0000
OR5AN1	0.0000	0.0000	0.0000
OR5AP2	0.0000	0.0000	0.0000
OR5AR1	0.0000	0.0000	0.0000
OR5AS1	0.0000	0.0000	0.0000
OR5AU1	0.0000	0.0000	0.0000
OR5B12	0.0000	0.0000	0.0000
OR5B17	0.0000	0.0000	0.0000
OR5B21	0.0000	0.0000	0.0000
OR5B2	0.0000	0.0000	0.0000
OR5B3	0.0000	0.0000	0.0000
OR5C1	0.0000	0.0000	0.0000
OR5D13	0.0000	0.0000	0.0000
OR5D14	0.0000	0.0000	0.0000
OR5D16	0.0000	0.0000	0.0000
OR5D18	0.0000	0.0000	0.0000
OR5E1P	0.0000	0.4026	0.0000
OR5F1	0.0000	0.0000	0.0000
OR5H14	0.0000	0.0000	0.0000
OR5H15	0.0000	0.0000	0.0000
OR5H1	0.0000	0.0000	0.0000
OR5H2	0.0000	0.0000	0.0000
OR5H6	0.0000	0.0000	0.0000
OR5I1	0.0000	0.0000	0.0000
OR5J2	0.0000	0.0000	0.0000
OR5K1	0.0000	0.0000	0.0000
OR5K2	0.9606	0.0000	1.1850
OR5K3	0.0000	0.0000	0.0000
OR5K4	0.0000	0.0000	0.0000
OR5L1	0.0000	0.0000	0.0000
OR5L2	0.0000	0.0000	0.0000
OR5M10	0.0000	0.0000	0.0000
OR5M11	0.0000	0.0000	0.0000
OR5M1	0.0000	0.0000	0.0000
OR5M3	0.0000	0.0000	0.0000
OR5M8	0.0000	0.0000	0.0000
OR5M9	0.0000	0.0000	0.0000
OR5P2	0.0000	0.0000	0.0000
OR5P3	0.0000	0.0000	0.0000
OR5R1	0.0000	0.0000	0.0000
OR5T1	0.0000	0.0000	0.0000
OR5T2	0.0000	0.0000	0.0000
OR5T3	0.0000	0.0000	0.0000
OR5V1	0.0000	0.0000	0.0000
OR5W2	0.0000	0.0000	0.0000
OR6A2	0.0000	0.0000	0.0000
OR6B1	0.4803	0.0000	0.0000
OR6B2	0.0000	0.0000	0.0000
OR6B3	0.0000	0.0000	0.0000
OR6C1	0.0000	0.0000	0.0000
OR6C2	0.0000	0.0000	0.0000
OR6C3	0.0000	0.0000	0.0000
OR6C4	0.0000	0.0000	0.0000
OR6C65	0.0000	0.0000	0.0000
OR6C68	0.0000	0.0000	0.0000
OR6C6	0.0000	0.0000	0.0000
OR6C70	0.0000	0.0000	0.0000
OR6C74	0.0000	0.0000	0.0000
OR6C75	0.0000	0.0000	0.0000
OR6C76	0.0000	0.0000	0.0000
OR6F1	0.0000	0.0000	0.0000
OR6K2	0.0000	0.0000	0.0000
OR6K3	0.0000	0.0000	0.0000
OR6K6	0.0000	0.0000	0.0000
OR6M1	0.0000	0.0000	0.5925
OR6N1	0.0000	0.0000	0.0000
OR6N2	0.0000	0.0000	0.0000
OR6P1	0.0000	0.0000	0.0000
OR6Q1	0.0000	0.0000	0.0000
OR6S1	0.0000	0.0000	0.0000
OR6T1	0.0000	0.0000	0.0000
OR6V1	0.0000	0.0000	0.0000
OR6W1P	0.0000	0.0000	0.0000
OR6X1	0.0000	0.0000	0.0000
OR6Y1	0.0000	0.0000	0.0000
OR7A10	0.0000	0.0000	0.0000
OR7A17	0.0000	0.0000	0.0000
OR7A5	18.2517	4.8316	13.0351
OR7C1	13.4486	2.8184	23.7002
OR7C2	0.0000	0.0000	0.0000
OR7D2	40.8261	0.4026	2.3700
OR7D4	0.0000	0.0000	0.0000
OR7E156P	0.0000	0.0000	0.0000
OR7E24	0.0000	0.0000	0.0000
OR7E37P	0.0000	1.2079	0.0000
OR7E5P	0.0000	0.0000	0.0000
OR7E91P	0.0000	0.0000	0.0000
OR7G1	0.0000	0.0000	0.0000
OR7G2	0.4803	0.0000	0.0000
OR7G3	0.0000	0.0000	0.0000
OR8A1	0.0000	0.0000	0.0000
OR8B12	0.0000	0.0000	0.0000
OR8B2	0.0000	0.0000	0.0000
OR8B3	0.0000	0.0000	0.0000
OR8B4	0.0000	0.0000	0.0000
OR8B8	0.0000	0.0000	0.0000
OR8D1	0.0000	0.0000	0.0000
OR8D2	0.0000	0.0000	0.0000
OR8D4	0.0000	0.0000	0.0000
OR8G2	0.0000	0.0000	0.0000
OR8G5	0.0000	0.0000	0.0000
OR8H1	0.0000	0.0000	0.0000
OR8H2	0.0000	0.0000	0.0000
OR8H3	0.0000	0.0000	0.0000
OR8I2	0.0000	0.0000	0.0000
OR8J1	0.0000	0.0000	0.0000
OR8J3	0.0000	0.0000	0.0000
OR8K1	0.0000	0.0000	0.0000
OR8K3	0.0000	0.0000	0.0000
OR8K5	0.0000	0.0000	0.0000
OR8S1	0.0000	0.4026	0.0000
OR8U1	0.0000	0.0000	0.0000
OR9A2	0.0000	0.0000	0.0000
OR9A4	0.4803	0.0000	0.0000
OR9G4	0.0000	0.0000	0.0000
OR9G9	0.0000	0.0000	0.0000
OR9I1	0.0000	0.0000	0.0000
OR9K2	0.0000	0.0000	0.0000
OR9Q1	0.0000	0.0000	0.0000
OR9Q2	0.0000	0.0000	0.0000
ORAI1	155.6196	284.2571	363.7980
ORAI2	278.7320	1402.1643	495.5177
ORAI3	1273.7752	1555.7638	2474.3001
ORAOV1	395.2930	205.3415	230.4844
ORC1L	15.3698	24.9631	34.3653
ORC2L	261.7675	272.9834	263.6646
ORC3L	1133.0451	621.2587	553.3995
ORC4L	586.9356	471.4802	432.5285
ORC5L	374.6398	465.0381	539.7719
ORC6L	169.5485	77.3050	126.7960
ORM1	0.0000	23.7552	159.3838
ORM2	0.0000	20.9368	22.5152
ORMDL1	1348.7032	541.5379	708.0433
ORMDL2	560.1921	940.1782	825.3414
ORMDL3	1687.3199	1186.9544	1083.6913
OS9	3894.3324	15268.1468	11470.3007
OSBP2	112.3919	434.8408	428.9735
OSBPL10	175.7925	1612.9373	194.9341
OSBPL11	500.0000	643.4034	427.1960
OSBPL1A	1897.6945	973.1576	1266.1828
OSBPL2	1275.2161	1883.9076	719.8933
OSBPL3	81.1720	217.0178	81.7657
OSBPL5	284.8223	163.0653	228.1144
OSBPL6	33.6215	323.3122	260.1096
OSBPL7	420.2690	250.0335	162.9388
OSBPL8	621.5178	4476.0420	1196.8597
OSBPL9	2200.7685	2044.1545	713.3758
OSBP	1677.7137	2297.0063	2147.8300
OSCAR	57.1566	30.1973	165.9013
OSCP1	94.6206	221.4467	162.3463
OSGEPL1	185.8790	247.6177	199.6741
OSGEP	940.9222	195.2757	536.8094
OSGIN1	329.0106	481.5459	1144.7193
OSGIN2	217.0989	580.5930	344.8378
OSMR	31.2200	133.6733	2306.6212
OSM	12.0077	7.2473	5.3325
OSR1	5.7637	8.4552	3.5550
OSR2	52.3535	123.2049	3.5550
OST4	3457.2430	1762.7118	3569.2490
OSTBETA	0.4803	0.0000	34.9578
OSTCL	2.8818	6.0395	2.3700
OSTC	1673.3910	1600.0531	1366.3161
OSTF1	855.9078	969.1313	354.9104
OSTM1	914.5053	2698.8315	1018.5158
OSTN	0.0000	0.0000	0.0000
OSTalpha	35.5427	448.9329	1000.7406
OTC	0.0000	0.0000	0.0000
OTOA	7.2046	8.8579	5.9250
OTOF	45.6292	33.8210	510.7391
OTOL1	0.0000	1.2079	0.0000
OTOP1	0.0000	0.0000	0.0000
OTOP2	0.0000	0.4026	0.0000
OTOP3	0.0000	0.0000	0.0000
OTOR	0.0000	0.0000	0.0000
OTOS	0.0000	0.0000	0.0000
OTP	1.9212	0.0000	1.1850
OTUB1	2737.2719	1342.3697	1728.3365
OTUB2	74.4476	266.5413	195.5266
OTUD1	301.6330	728.7610	202.6366
OTUD3	405.8598	356.7305	390.4607
OTUD4	931.3160	885.3842	549.2520
OTUD5	1548.5110	1159.1729	2611.7612
OTUD6A	0.0000	0.0000	0.0000
OTUD6B	162.8242	308.0122	286.1798
OTUD7A	1.4409	8.8579	15.4051
OTUD7B	364.5533	833.0423	447.3411
OTX1	5.7637	6.4421	0.5925
OTX2	0.0000	0.0000	0.5925
OVCA2	1249.6974	425.7092	653.1240
OVCH1	0.9606	0.0000	1.7775
OVCH2	0.0000	0.4026	0.0000
OVGP1	18.2517	5.2342	50.3629
OVOL1	0.0000	0.4026	1.1850
OVOL2	0.9606	0.0000	0.5925
OXA1L	2772.3343	2574.8213	5160.1244
OXCT1	99.4236	386.1225	1061.1761
OXCT2	6.2440	2.0132	9.4801
OXER1	49.4717	7.6500	0.5925
OXGR1	5.7637	8.4552	1.1850
OXNAD1	145.5331	316.8701	191.3791
OXR1	840.5379	2996.3753	1725.9665
OXSM	422.1902	275.3992	348.3928
OXSR1	1176.2728	2035.2966	1465.2644
OXTR	10.5668	1.6105	6.5176
OXT	0.0000	0.0000	0.0000
P2RX1	14.4092	99.4497	20.7377
P2RX2	0.0000	0.0000	0.5925
P2RX3	0.0000	0.4026	2.3700
P2RX4	189.2411	482.7538	673.6780
P2RX5	64.3852	28.8042	20.9095
P2RX6P	0.0000	0.0000	0.0000
P2RX6	1.9212	22.9499	17.1826
P2RX7	19.6926	28.5868	172.4189
P2RY10	0.4803	6.0395	0.5925
P2RY11	120.2161	67.1829	470.7747
P2RY12	41.3064	4.8316	2.3700
P2RY13	57.1566	9.6631	0.5925
P2RY14	17.7714	7.6500	7.7026
P2RY1	5.2834	25.3657	14.8126
P2RY2	4.3228	50.3288	87.0982
P2RY4	0.4803	0.0000	1.1850
P2RY6	8.6455	7.2473	14.2201
P2RY8	521.1335	510.9380	569.3971
P4HA1	961.0951	2892.0941	2012.1463
P4HA2	828.5303	1360.8907	3291.9567
P4HA3	12.9683	17.3131	75.8406
P4HB	15151.2968	16032.3393	46714.2646
P4HTM	792.9875	1405.5827	2048.2891
P704P	4.8031	16.9105	10.6651
PA2G4P4	73.9673	67.6419	75.2481
PA2G4	3638.3285	3684.8733	3750.5555
PAAF1	599.4236	464.6355	351.3554
PABPC1L2A	0.4803	1.6105	0.5925
PABPC1L2B	2.8818	20.9368	4.7400
PABPC1L	533.6215	665.5480	58.6580
PABPC1P2	0.0000	0.0000	0.5925
PABPC1	6247.8386	20995.9667	24311.6575
PABPC3	41.7867	219.0309	233.4469
PABPC4L	7.6849	24.1578	5.3325
PABPC4	2666.1864	10250.5670	5811.2872
PABPC5	147.4544	103.8786	142.2012
PABPN1L	1.9212	0.0000	5.9250
PABPN1	4962.8242	1723.6124	2840.3970
PACRGL	106.1479	114.7497	94.2083
PACRG	6.2440	55.5630	29.0327
PACS1	2390.0096	2155.6831	734.7060
PACS2	1417.8674	1711.2637	3404.5327
PACSIN1	6.2440	5.2342	41.4753
PACSIN2	296.3497	1633.8741	1371.0561
PACSIN3	299.7118	1275.1304	84.1357
PADI1	0.4803	0.0000	3.5550
PADI2	329.4909	6.8447	7.1101
PADI3	0.0000	2.0132	1.7775
PADI4	0.0000	2.8184	1.7775
PADI6	0.0000	0.0000	0.0000
PAEP	9.6061	0.0000	2.9625
PAF1	5505.2834	1172.4597	2554.8808
PAFAH1B1	2665.7061	3903.5016	2540.0681
PAFAH1B2	99.4236	633.7402	350.1703
PAFAH1B3	882.7474	360.5354	496.4005
PAFAH2	465.4179	425.5803	386.3131
PAG1	51.3929	53.1472	58.0655
PAGE1	0.4803	0.0000	0.0000
PAGE2B	1.4409	15.7026	0.0000
