Term	es	nes	pval	fdr	gene_set_size	matched_size	genes	DRUG
cluster_2	0.14846654997048445	2.7635079544433	0.0	9.971415276208202e-05	465	262	GNPDA1,MVP,ECH1,YPEL5,PINK1,KLHL24,QPRT,PNRC1,MXI1,LAMP2,KLHDC2,IGBP1,NFKBIA,SQSTM1,DECR1,CEBPD,RABGAP1L,DAB2,ING4,SCD,SPSB3,RAB11FIP1,MGST3,CHMP1B,COX7A2L,HEBP1,TP53BP2,CAMLG,TRADD,STK38,HIGD2A,DCAF6,NT5C2,MBTPS1,PPAP2B,MPST,LCN2,INADL,RPL15,HCFC1R1,KRT8,BTG1,TTC9,MLLT4,UBE2H,UBXN1,SERPINB1,LITAF,FXYD3,FAM127B,WFDC2,WIPI2,SCAMP1,SCNN1A,LEPROT,DDX17,OSGIN2,TBC1D1,CYBRD1,JUN,GLUL,TACSTD2,TOX4,GABARAPL1,BLVRB,SNAP23,HDLBP,TCEAL1,CHKA,RIPK2,HIST1H2AC,NPC2,EIF4B,CTSB,IST1,MAP3K13,IGFBP5,PALLD,TMEM159,EIF4A2,ASS1,ALDH3A2,SH3BGRL,CD47,APP,RAB7A,SPINT1,SRRM2,ST3GAL1,SERINC3,PERP,ITM2B,NENF,SCRN1,CCDC6,BTF3,ELF3,MAP2,CDKN2B,TJP1,ANXA11,RARRES3,ATXN7L3B,IL6ST,STEAP4,ABCC5,CD55,TPT1,H1F0,PAIP1,TRIM38,CTDSPL,GPR110,H2AFJ,ATF4,CRBN,GLTSCR2,CAST,CD46,NTAN1,VAMP8,STAU1,HEBP2,SCAND1,MTUS1,ME1,KLF5,PDCD6,SLC38A2,TGFB2,SAT1,EHF,HIST1H2BD,TNFSF10,WWP1,UBE2L6,TMEM59,TLE1,SKAP2,TRAM1,TDP2,ZFAND5,ZBED2,PPP2R3A,GSTK1,ADD3,CDKN1B,TAX1BP1,GULP1,EPS8,DYNLRB1,GOLPH3,PHACTR2,HIST1H1C,CTNND1,RASAL2,MYO6,SPTSSA,PKP2,CYB5A,HTATIP2,IL13RA1,RPL3,SH3YL1,ARL6IP5,CDK14,LYN,KIAA1462,PLEKHA1,SRI,UBE2D1,RNF13,MAP4K3,PIR,MLPH,CASP4,WWC1,PLA2G16,PDLIM5,TSPO,PGRMC2,NAMPT,SERPINB6,FILIP1L,HEG1,VGLL1,EEF2,RALGPS2,ATP5G2,KRCC1,KRT13,VAMP3,TSG101,VGLL3,INHBB,COBL,KDELR1,IGFBP3,YWHAZ,KYNU,KLK8,EIF3F,BFAR,PTTG1IP,ATP6V1G1,ARID5B,MYOF,ZFAND6,CITED2,PRSS22,H1FX,RPL18,PPP1R15A,MIR22HG,LGALS3,NACA,RARRES1,TPD52L1,RPL13,RAB25,COPS2,ASPH,STK3,RPL13A,NR0B1,PPT1,EIF2S3,CD9,EIF3E,RHOBTB3,VGLL4,MYL12A,EIF1,CSNK1A1,LIMCH1,KLK7,EIF3H,NME3,GATA3,PCDH7,PAWR,SASH1,USP3,POLR1D,EHBP1,RNF7,TMEM106B,CDC42EP3,BPGM,NFE2L2,SNX6,SLC16A4,CLIP4,IFI16,SLC20A2,PDLIM1,BATF,KRT19,RPS14,KRT18,CAV1,TM4SF1	KIN001-265
cluster_3	0.13129533678755959	2.103719884313478	0.0029809220985691576	0.0024596157681313568	299	193	MVP,OPTN,CAPG,QPRT,PNRC1,N4BP2L2,EIF3L,RABGAP1L,NEAT1,ING4,MGST3,PSAP,FAM134B,CAMK2N1,EPB41L1,SERINC1,FOXO3,CADM4,BEST1,S100A14,ZKSCAN1,GRN,MBTPS1,LCN2,SOX4,BTG1,DECR2,UBE2H,ABI1,SERPINB1,FXYD3,BMPR2,PRSS8,WFDC2,SCNN1A,CYBRD1,MYO1C,TACC1,TACSTD2,GABARAPL1,PHF20,CDIPT,REST,RUFY1,SNAP23,DHRS3,PPL,HIST1H2AC,ERP44,PPP1CB,ASS1,MYH14,SH3BGRL,MGAT4B,GSN,PCYT1A,PERP,ITM2B,GNAQ,PPP4R2,ALDH3B1,KDM5B,TMEM66,SPTBN1,ALDH7A1,SVIL,ELF3,ANXA11,RARRES3,RAD50,TIMP2,TMC5,CD63,CSNK1D,CD55,TRIM38,LAMP1,GPR110,H2AFJ,CIR1,PAM,SMARCA1,FZD2,GLTSCR2,SLC35E1,MYCBP2,RNF24,ERP29,KLF5,MAP2K7,PDCD6,SLC38A2,TGFB2,SAT1,HIST1H2BD,TMEM59,TLE1,EPN2,GSTK1,ABCC1,EPS8,RAP2B,PHACTR2,HIST1H1C,MYO6,PKP2,SKIL,TSPAN3,TAF7,PLEKHA1,MBNL2,SRI,FBXO9,DAZAP2,UBE2D1,DNAJB6,RNF13,PTOV1,TRIM2,MLPH,CASP4,NINJ1,KLHDC3,PLA2G16,PDLIM5,REPIN1,CCNL1,APOBEC3C,TFG,ADAM10,FILIP1L,HEG1,STX16,CTSH,KAT6B,NPEPPS,KRT13,ACBD3,IGFBP3,KLK8,AHNAK,PTTG1IP,CALCOCO2,GDE1,MYOF,DSP,CITED2,PPP1R15A,TFPI,LGALS3,BSG,BRD8,HIPK2,RTN3,NR1D2,COPS2,MST4,RPL13A,PARP4,LRP10,CD9,RHOBTB3,LTBP3,TIMP3,PPCS,NEDD9,ATP5O,KLK7,REEP5,NME3,CAV2,GATA3,JUNB,PCDH7,PAWR,SEZ6L2,GBAS,TMEM106B,LRRC42,EFR3A,CDC42EP3,ARPC3,CD59,RNF216,MAP4K5,PPP1R12A,PDLIM1,BATF,CUL5,KRT19,LMO7,GOLGA3,AUP1	KIN001-265
cluster_7	-0.16998936256525224	-1.9020159009331374	0.00986709625453081	0.013689242495152772	371	91	NUPR1,GADD45A,GSTM4,NNT,RAB32,GLO1,MATN2,ITM2C,MFAP5,ING2,CLIC4,CTBP2,FARP2,MEX3D,TPD52,MTCH1,NPAT,NCAPH2,CREBZF,PEX5,SMC6,IDH2,RTF1,ICMT,NF2,HTATSF1,PLCB4,MAP1B,ERC1,BOK,ENAH,GOLIM4,CEP57,CCDC85B,PRKDC,RB1,H2AFY,INHBA,RIF1,NUP210,MBD4,UBE2I,MSH6,STXBP6,VKORC1,ROCK2,DIAPH3,RFC1,DOCK10,FLNC,SIVA1,DNAJC1,USP14,XRCC2,IGFBP7,TIMELESS,ADAMTS12,TWSG1,H2AFX,CDC42EP1,CPA4,DIO2,NAP1L1,TYMS,DDX11,PPP5C,COMMD4,CLSPN,PKP4,EPAS1,MAPK1IP1L,HNRNPUL2,PELP1,FN1,AXL,TPM1,RANBP1,MCAM,SLC7A1,SMCHD1,PAICS,MAZ,UNKL,PSIP1,DUSP4,PLOD1,RBM25,XRCC3,DGKD,CYP1B1,RRP1B	KIN001-265
cluster_4	-0.30871479513862976	-1.9555432455242083	0.006421834236403773	0.020157785652202984	142	28	NUPR1,BEST1,CLIC4,PTMS,ALDH2,MTMR12,TBCA,ENAH,ZFR,CALM3,ASNS,DIAPH3,CACYBP,NAP1L1,BUB1,GPX3,PKP4,MT1X,SNHG3,H2AFV,TPM1,COX8A,NMU,TOP1,RPL36,DNAJB4,SMC4,CYP1B1	KIN001-265
cluster_0	-0.11085179697203676	-1.1767984580084618	0.24468085106382978	0.24791067727485458	275	82	GSTM4,BNIP3L,CYB5R3,GNAS,NRCAM,PHTF1,NCF2,UBQLN2,DYNC1I2,SMAP1,POLR2A,NR3C1,HEXB,PRDX2,CCDC25,UBE2J1,EIF4EBP2,TAOK1,AGFG1,SCP2,FNBP1,VAPB,SAP18,MDH1,H1F0,CEP70,COX5B,CYFIP1,M6PR,HNRNPD,ATP5H,NDUFS7,MYO1B,GOLIM4,HINT1,CCDC85B,GSTM3,NDUFA13,NDUFA5,INHBA,ASAP2,ZC3H15,HSPA4,MAP3K7,IFT57,DIAPH3,RNASEH2B,WIPF2,CMAS,USP14,CDK2AP2,GRSF1,IGFBP7,CTBP1,LSM4,STK3,MEAF6,GADD45GIP1,TYMS,NOL7,CSNK1A1,SCFD1,PTPN11,VPS4B,HSPB11,VDAC1,AXL,H2AFV,TPM1,SNX6,DDX27,PAICS,MRPL33,NDUFA4,MAP7D3,TMEM14B,SOD1,SUMO1,WWC2,SMC4,CYP1B1,TDG	KIN001-265
cluster_1	-0.22324734089441522	-2.840480612371898	0.0	0.0	239	119	CIR1,TRAPPC6A,FBXO2,RPS28,MYH14,ZKSCAN1,KRT8,BEST1,FOS,GABARAPL1,TIPARP,GATA2,KRT7,XAF1,OBSL1,EGR1,SKIL,TACC1,ERGIC3,ASAH1,CLSTN3,PTPRF,SLC29A3,ZFAND5,RNF44,CES2,CDKN2B,TRIM29,HIST1H2AC,FAM134B,MMP14,FN1,DAPK1,MUC1,TMEM132A,CYBRD1,IGFBP5,SEMA3C,GLUL,DHRS3,LMO4,JUNB,ADAMTSL4,ARFGAP1,CTSA,CYP1B1,SNCG,PCYOX1,RARRES3,EPS8L2,CAMK2N1,IGFBP3,PTGIS,MSLN,EDIL3,NEAT1,TTC3,DAB2,TIMP2,SEZ6L2,CTSD,ALPP,UPK2,SIK1,NEDD9,SOX4,TCEAL4,GOLGA2,ZDHHC7,ELF3,WBP5,GSN,ALDH3B1,SH3BGRL,RPL28,CTNND1,PSAP,NDRG1,TNFRSF21,NCSTN,TM7SF2,ANXA4,GRN,NAMPT,CBX6,KRT19,MUC4,TINAGL1,SRP14,NME3,FAM114A1,TUBA1A,RARRES1,CST6,CLU,RAB13,TMEM59,MAGED2,KLK7,RPS14P3,RPL36,FAM127A,PABPC3,GSTK1,HCFC1R1,ITM2B,CTSH,CLIC3,KLK5,NGFRAP1,KRT13,RBP1,LAPTM4A,RPL22,TAX1BP3,LY6E,SERF2,NDUFS2,PDLIM1	NVP-BGT226
cluster_2	-0.19440949844277872	-3.612085888295	0.0	0.0	465	262	KLHL24,UBXN1,PNRC1,H2AFJ,ING4,TBC1D1,ST3GAL1,YPEL5,SPSB3,MXI1,TP53BP2,SAT1,KYNU,NENF,NACA,MAP4K3,GPR110,INADL,TJP1,EIF1,TACSTD2,CEBPD,WIPI2,MIR22HG,KRT8,TOX4,CHMP1B,IST1,PPP1R15A,SQSTM1,MBTPS1,GABARAPL1,MAP2,PDLIM5,GATA3,RASAL2,SCNN1A,RPL18,SRRM2,PKP2,HIST1H1C,ASPH,UBE2D1,MVP,NT5C2,RIPK2,MLLT4,CHKA,TGFB2,EIF3F,STK38,OSGIN2,PERP,KLHDC2,CYB5A,SLC20A2,PDCD6,ZFAND5,BTG1,STK3,VGLL1,CRBN,RNF13,PCDH7,TLE1,CDKN2B,ARID5B,SPINT1,LCN2,RABGAP1L,JUN,HIST1H2AC,CASP4,RPS14,LYN,NR0B1,SCAMP1,RHOBTB3,SNX6,CTDSPL,ATP5G2,NFKBIA,CD55,RAB11FIP1,SERINC3,PINK1,EIF4A2,CYBRD1,BATF,IGFBP5,IGBP1,PPAP2B,CSNK1A1,TAX1BP1,MAP3K13,ZFAND6,GLUL,MYOF,TM4SF1,BPGM,WWP1,RALGPS2,HEBP1,CAMLG,SKAP2,ME1,PRSS22,UBE2H,CAST,TSG101,HTATIP2,TPT1,RARRES3,PLEKHA1,MLPH,CD9,PAWR,CDC42EP3,KIAA1462,STEAP4,ATF4,UBE2L6,APP,IGFBP3,TNFSF10,TMEM159,FAM127B,BFAR,KLF5,FXYD3,DAB2,HEG1,TRADD,ABCC5,IL13RA1,CDK14,CLIP4,SLC38A2,VAMP8,COBL,PHACTR2,LAMP2,CTSB,HDLBP,PGRMC2,POLR1D,FILIP1L,GULP1,PPP2R3A,ANXA11,ELF3,NTAN1,LIMCH1,IL6ST,GLTSCR2,H1F0,TTC9,VGLL3,SRI,USP3,MYO6,SH3BGRL,SH3YL1,BTF3,CTNND1,PALLD,GNPDA1,EHF,ZBED2,SCRN1,NFE2L2,HIST1H2BD,KRCC1,TRIM38,ALDH3A2,TCEAL1,SNAP23,PLA2G16,TDP2,MPST,CITED2,COPS2,NPC2,WWC1,LEPROT,PAIP1,RAB25,NAMPT,WFDC2,DCAF6,MTUS1,ECH1,SERPINB1,DDX17,LGALS3,HEBP2,EIF4B,ASS1,EEF2,KRT19,IFI16,ATXN7L3B,RPL15,CD47,NME3,TSPO,RARRES1,EIF3E,RPL13,EIF3H,KRT18,TMEM59,TRAM1,YWHAZ,COX7A2L,SCAND1,CAV1,KLK7,CDKN1B,INHBB,H1FX,RAB7A,ATP6V1G1,STAU1,EPS8,DYNLRB1,LITAF,GSTK1,ADD3,TPD52L1,HCFC1R1,DECR1,PTTG1IP,GOLPH3,SPTSSA,ARL6IP5,KLK8,ITM2B,SASH1,CD46,QPRT,MYL12A,CCDC6,HIGD2A,RPL13A,RPL3,PIR,KDELR1,SERPINB6,TMEM106B,SLC16A4,VGLL4,EHBP1,MGST3,KRT13,VAMP3,SCD,EIF2S3,BLVRB,PPT1,PDLIM1,RNF7	NVP-BGT226
cluster_3	-0.17202072538858718	-2.7457098491774663	0.0	0.0	299	193	PNRC1,H2AFJ,ING4,CIR1,FOXO3,SAT1,OPTN,MYH14,MYCBP2,GPR110,SPTBN1,ZKSCAN1,PPP4R2,TACSTD2,KDM5B,SVIL,BEST1,ERP44,PPP1R15A,RUFY1,MBTPS1,GABARAPL1,PDLIM5,BMPR2,GATA3,SCNN1A,SKIL,CCNL1,EPB41L1,RNF216,TACC1,PKP2,HIST1H1C,MAP4K5,RAP2B,UBE2D1,ABCC1,MVP,PHF20,TGFB2,RAD50,PERP,SMARCA1,RNF24,TMC5,PDCD6,ABI1,BTG1,CAV2,CAPG,RNF13,PCDH7,SERINC1,TLE1,N4BP2L2,LCN2,RABGAP1L,MAP2K7,ACBD3,BRD8,HIST1H2AC,CASP4,ALDH7A1,FAM134B,PCYT1A,KLHDC3,LMO7,RHOBTB3,FBXO9,TRIM2,CD55,MGAT4B,CYBRD1,BATF,MBNL2,DHRS3,MYOF,JUNB,PPL,TAF7,PRSS8,PPP1R12A,CSNK1D,SLC35E1,UBE2H,RARRES3,DSP,PLEKHA1,MLPH,CD9,PAWR,MYO1C,CAMK2N1,CDC42EP3,IGFBP3,EIF3L,KAT6B,NEAT1,KLF5,FXYD3,CADM4,HEG1,REST,TIMP2,HIPK2,SEZ6L2,SLC38A2,PHACTR2,TFPI,FZD2,NEDD9,FILIP1L,SOX4,PPP1CB,ANXA11,ELF3,GLTSCR2,LRP10,GSN,SRI,ALDH3B1,MYO6,SH3BGRL,CD63,PSAP,AUP1,CALCOCO2,CDIPT,NINJ1,STX16,AHNAK,HIST1H2BD,TRIM38,GRN,SNAP23,PLA2G16,PAM,TIMP3,CITED2,EPN2,COPS2,TFG,GNAQ,WFDC2,DNAJB6,DAZAP2,SERPINB1,LGALS3,ASS1,KRT19,NR1D2,CUL5,LTBP3,NPEPPS,NME3,LAMP1,TMEM59,GOLGA3,MST4,ERP29,KLK7,EPS8,DECR2,APOBEC3C,CD59,GSTK1,RTN3,PTTG1IP,REPIN1,ATP5O,ARPC3,KLK8,PPCS,ITM2B,TMEM66,REEP5,CTSH,S100A14,QPRT,RPL13A,LRRC42,EFR3A,TMEM106B,PARP4,MGST3,KRT13,PTOV1,ADAM10,GBAS,BSG,PDLIM1,GDE1,TSPAN3	NVP-BGT226
cluster_0	-0.2462425131371055	-2.6122600701862737	0.00019638648860958367	9.958175662218683e-05	275	82	POLR2A,GNAS,PHTF1,NDUFA5,GSTM4,CCDC85B,HNRNPD,ZC3H15,UBE2J1,SMC4,INHBA,WIPF2,GOLIM4,STK3,HSPB11,MYO1B,MAP7D3,DIAPH3,GADD45GIP1,NRCAM,AGFG1,AXL,SNX6,CEP70,LSM4,TYMS,UBQLN2,TAOK1,ASAP2,NR3C1,NCF2,CSNK1A1,SUMO1,SAP18,MAP3K7,CYP1B1,FNBP1,USP14,PAICS,DDX27,GRSF1,TDG,VDAC1,SCFD1,H1F0,BNIP3L,EIF4EBP2,DYNC1I2,SMAP1,TPM1,RNASEH2B,MEAF6,IGFBP7,CCDC25,NOL7,HSPA4,HEXB,WWC2,VAPB,CDK2AP2,PTPN11,H2AFV,PRDX2,VPS4B,CYFIP1,M6PR,CYB5R3,TMEM14B,CMAS,SOD1,GSTM3,HINT1,ATP5H,MRPL33,IFT57,NDUFS7,CTBP1,NDUFA4,COX5B,SCP2,NDUFA13,MDH1	NVP-BGT226
cluster_4	-0.3433083472818286	-2.1603346693300165	0.001006036217303823	0.0022306313483369845	142	28	PTMS,BEST1,SMC4,BUB1,PKP4,DIAPH3,NUPR1,CACYBP,CYP1B1,SNHG3,ALDH2,DNAJB4,ENAH,TPM1,MTMR12,CALM3,ZFR,MT1X,H2AFV,RPL36,TBCA,TOP1,NMU,NAP1L1,GPX3,CLIC4,COX8A,ASNS	NVP-BGT226
cluster_7	-0.14190721091869815	-1.5819992992802656	0.050079176563737136	0.047533691827657175	371	91	GADD45A,NPAT,ICMT,RIF1,CREBZF,CTBP2,H2AFX,GSTM4,FARP2,CCDC85B,TIMELESS,RFC1,PRKDC,NF2,INHBA,DUSP4,MSH6,MEX3D,GOLIM4,BOK,DIO2,MTCH1,PKP4,DIAPH3,NUPR1,UBE2I,TPD52,PEX5,AXL,SIVA1,UNKL,DOCK10,STXBP6,FN1,TYMS,SMCHD1,EPAS1,MFAP5,NCAPH2,ERC1,DDX11,ING2,NUP210,COMMD4,MAP1B,MBD4,XRCC2,CYP1B1,CPA4,USP14,ADAMTS12,CLSPN,PELP1,PPP5C,PAICS,DGKD,RB1,RAB32,SMC6,RRP1B,SLC7A1,ROCK2,RTF1,ENAH,HNRNPUL2,TPM1,XRCC3,IGFBP7,CDC42EP1,RANBP1,CEP57,HTATSF1,MCAM,IDH2,ITM2C,H2AFY,PLCB4,RBM25,FLNC,MAZ,NNT,GLO1,PSIP1,MAPK1IP1L,NAP1L1,DNAJC1,CLIC4,TWSG1,PLOD1,MATN2,VKORC1	NVP-BGT226
cluster_1	0.13100135158958498	1.657277717203725	0.035414165666266505	0.04792107117688513	239	119	HIST1H2AC,TRAPPC6A,FAM134B,TM7SF2,KRT8,ANXA4,PCYOX1,MAGED2,TMEM59,TIPARP,PSAP,TTC3,LAPTM4A,PTPRF,CES2,BEST1,ITM2B,FBXO2,PTGIS,OBSL1,SNCG,GABARAPL1,KRT7,TACC1,SH3BGRL,HCFC1R1,TUBA1A,EPS8L2,MYH14,CLSTN3,CTSD,SRP14,DAB2,SKIL,NCSTN,ELF3,TNFRSF21,CTSA,NEDD9,EDIL3,ZFAND5,SEZ6L2,MUC1,ZKSCAN1,ASAH1,CIR1,MSLN,ZDHHC7,CTNND1,GSN,SERF2,DAPK1,FN1,GSTK1,FAM114A1,SOX4,ERGIC3,SIK1,TRIM29,NME3,XAF1,RPS28,KRT13,GATA2,SLC29A3,CAMK2N1,CLIC3,NDRG1,TAX1BP3,FAM127A,TINAGL1,CDKN2B,CYBRD1,RPL22,ALPP,PABPC3,CLU,RPL28,CYP1B1,GRN,IGFBP5,JUNB,FOS,NEAT1,ALDH3B1,GOLGA2,RPL36,NAMPT,RAB13,TMEM132A,RPS14P3,TIMP2,KRT19,CBX6,WBP5,ARFGAP1,SEMA3C,RNF44,MMP14,RARRES1,EGR1,CST6,GLUL,PDLIM1,NDUFS2,TCEAL4,ADAMTSL4,RBP1,RARRES3,LY6E,IGFBP3,DHRS3,CTSH,NGFRAP1,UPK2,MUC4,KLK5,KLK7,LMO4	PF 573228
cluster_2	0.09369529866283699	1.7472950953418265	0.017846278645305212	0.05969998993254807	465	262	HIST1H2AC,MVP,SPSB3,HIST1H1C,HIST1H2BD,YPEL5,LAMP2,CAST,KRT8,CHMP1B,WIPI2,ING4,SCNN1A,DECR1,TMEM59,INADL,SNAP23,MPST,KLHL24,LEPROT,MXI1,GPR110,TGFB2,PINK1,PNRC1,PGRMC2,STK38,EIF4A2,ITM2B,UBE2H,RAB11FIP1,MGST3,PAWR,GABARAPL1,UBXN1,MYO6,TOX4,SH3BGRL,WWP1,IST1,TTC9,HEBP1,COX7A2L,SPINT1,BFAR,HCFC1R1,KLHDC2,MBTPS1,SAT1,CD46,SERPINB1,TPT1,TBC1D1,PERP,OSGIN2,TRIM38,IGBP1,RASAL2,DAB2,CAMLG,NENF,TAX1BP1,CEBPD,SCAMP1,BTF3,BTG1,SERINC3,UBE2D1,ELF3,LITAF,HDLBP,SPTSSA,NT5C2,ADD3,MLLT4,TNFSF10,TP53BP2,TRAM1,GATA3,RPL15,ZFAND5,KYNU,DDX17,STEAP4,IL13RA1,ATP5G2,TACSTD2,TJP1,H2AFJ,TRADD,CTDSPL,CD9,SNX6,CYB5A,SLC20A2,TSG101,PALLD,MAP4K3,RPL13,APP,CCDC6,CTSB,SLC38A2,IL6ST,NTAN1,ME1,EIF3F,TCEAL1,SKAP2,NFKBIA,MAP2,CTNND1,ARID5B,PLEKHA1,PTTG1IP,HTATIP2,RIPK2,STAU1,TLE1,VGLL3,GSTK1,ECH1,TMEM106B,POLR1D,PDCD6,DYNLRB1,TM4SF1,NR0B1,MTUS1,RPL3,FILIP1L,CRBN,MYOF,PKP2,TMEM159,ZFAND6,NME3,H1F0,ARL6IP5,RABGAP1L,KRT13,SCAND1,RALGPS2,NPC2,PPP2R3A,PHACTR2,KRT18,RPS14,ABCC5,CD47,EHBP1,BLVRB,PDLIM5,EHF,SERPINB6,CDKN2B,KLF5,DCAF6,HEBP2,CYBRD1,HEG1,ANXA11,EIF1,RAB7A,MYL12A,LIMCH1,FAM127B,UBE2L6,SLC16A4,PLA2G16,CD55,RPL18,SH3YL1,CLIP4,COBL,MIR22HG,EIF4B,QPRT,SRRM2,ALDH3A2,HIGD2A,KDELR1,STK3,CDK14,ASPH,BPGM,CDC42EP3,SCD,EIF2S3,FXYD3,PRSS22,IGFBP5,YWHAZ,GOLPH3,MAP3K13,SRI,KIAA1462,LCN2,TDP2,SASH1,NAMPT,ST3GAL1,EPS8,RNF13,CSNK1A1,WFDC2,VAMP3,CHKA,TSPO,SQSTM1,ATXN7L3B,PPT1,ZBED2,PPAP2B,WWC1,ASS1,NACA,PAIP1,GULP1,KRT19,IFI16,NFE2L2,EEF2,EIF3E,CDKN1B,CAV1,GLTSCR2,LYN,KRCC1,ATP6V1G1,RARRES1,VGLL4,TPD52L1,INHBB,VAMP8,GLUL,EIF3H,PDLIM1,CASP4,VGLL1,PCDH7,LGALS3,RAB25,RHOBTB3,PIR,RNF7,RPL13A,MLPH,H1FX,RARRES3,IGFBP3,PPP1R15A,USP3,BATF,SCRN1,CITED2,ATF4,KLK8,COPS2,GNPDA1,JUN,KLK7	PF 573228
cluster_3	0.08217616580310778	1.3329224263109203	0.14214013250351334	0.14077653612537333	299	193	HIST1H2AC,MVP,HIST1H1C,FAM134B,HIST1H2BD,LRP10,OPTN,CDIPT,ING4,SCNN1A,TMEM59,SNAP23,PSAP,TAF7,MYCBP2,ALDH7A1,SPTBN1,GPR110,TGFB2,PNRC1,EIF3L,BEST1,ITM2B,UBE2H,MGST3,PAWR,GABARAPL1,MYO6,TACC1,SH3BGRL,ABCC1,SERINC1,BMPR2,MBTPS1,MYH14,PHF20,LAMP1,SAT1,SERPINB1,PERP,TRIM38,RAP2B,SKIL,BTG1,SMARCA1,UBE2D1,ELF3,CAPG,TFPI,NEDD9,CADM4,GATA3,SEZ6L2,EPB41L1,TACSTD2,H2AFJ,SVIL,MYO1C,LRRC42,CD59,CD9,ZKSCAN1,BSG,KDM5B,ABI1,CIR1,PCYT1A,SLC38A2,MGAT4B,ERP44,PPP1CB,TMC5,PLEKHA1,GNAQ,PTTG1IP,GSN,DAZAP2,GDE1,TLE1,GSTK1,RUFY1,TSPAN3,TMEM106B,PDCD6,PPL,APOBEC3C,FILIP1L,N4BP2L2,SOX4,MYOF,MBNL2,ATP5O,PKP2,EPN2,MAP2K7,TMEM66,RNF216,NME3,RABGAP1L,KRT13,PRSS8,CAMK2N1,SLC35E1,RTN3,LMO7,PARP4,PHACTR2,TRIM2,ADAM10,PDLIM5,RAD50,KLF5,CYBRD1,ACBD3,FOXO3,HEG1,CAV2,ANXA11,PLA2G16,CD55,FBXO9,ERP29,CD63,QPRT,PPP1R12A,CALCOCO2,DECR2,CDC42EP3,TFG,FXYD3,GRN,JUNB,NEAT1,ALDH3B1,AHNAK,SRI,LCN2,NPEPPS,PAM,EPS8,RNF13,WFDC2,MST4,RNF24,HIPK2,REST,EFR3A,TIMP2,ASS1,DSP,KRT19,NINJ1,CSNK1D,MAP4K5,ARPC3,PPCS,BRD8,GLTSCR2,S100A14,PPP4R2,REPIN1,NR1D2,GBAS,DNAJB6,LTBP3,PDLIM1,CASP4,PTOV1,PCDH7,LGALS3,RHOBTB3,CCNL1,RPL13A,CUL5,MLPH,RARRES3,IGFBP3,FZD2,STX16,PPP1R15A,DHRS3,REEP5,BATF,CTSH,GOLGA3,AUP1,TIMP3,CITED2,KAT6B,KLHDC3,KLK8,COPS2,KLK7	PF 573228
cluster_0	-0.11155894163183261	-1.1801903726264236	0.24727344834423953	0.24462766133571737	275	82	UBQLN2,UBE2J1,PHTF1,NRCAM,GSTM4,BNIP3L,TDG,DYNC1I2,CYB5R3,HEXB,HNRNPD,CCDC25,LSM4,AGFG1,MYO1B,ASAP2,GNAS,POLR2A,SOD1,SNX6,SMAP1,CYFIP1,GRSF1,TAOK1,RNASEH2B,ZC3H15,DIAPH3,EIF4EBP2,INHBA,FNBP1,HSPB11,USP14,H1F0,GSTM3,NDUFS7,ATP5H,TMEM14B,NCF2,NDUFA5,MAP7D3,GOLIM4,PRDX2,SAP18,PTPN11,GADD45GIP1,HSPA4,MDH1,DDX27,CCDC85B,CTBP1,CEP70,CYP1B1,STK3,COX5B,NDUFA4,MRPL33,TYMS,MAP3K7,HINT1,IGFBP7,MEAF6,WWC2,CSNK1A1,VPS4B,NOL7,CDK2AP2,WIPF2,AXL,VDAC1,SCP2,TPM1,NDUFA13,PAICS,IFT57,M6PR,VAPB,H2AFV,SUMO1,NR3C1,SMC4,CMAS,SCFD1	PF 573228
cluster_7	-0.11321092771051879	-1.2575928133732281	0.17921505806968363	0.2772424754147214	371	91	GADD45A,MTCH1,NF2,ICMT,NPAT,PLCB4,PRKDC,GSTM4,ING2,CPA4,CTBP2,TWSG1,MCAM,TPD52,MFAP5,RIF1,MEX3D,STXBP6,TIMELESS,H2AFX,ITM2C,ENAH,RB1,MSH6,H2AFY,DIAPH3,PKP4,FN1,ROCK2,GLO1,UBE2I,INHBA,DGKD,VKORC1,NNT,CREBZF,USP14,DOCK10,SIVA1,UNKL,NCAPH2,HTATSF1,RTF1,CLIC4,GOLIM4,FARP2,RANBP1,DNAJC1,RFC1,MAP1B,NAP1L1,MAPK1IP1L,CCDC85B,XRCC2,CYP1B1,EPAS1,NUP210,TYMS,CDC42EP1,BOK,SMC6,ERC1,IGFBP7,XRCC3,RAB32,ADAMTS12,CLSPN,PLOD1,AXL,IDH2,MATN2,COMMD4,CEP57,PSIP1,NUPR1,RBM25,TPM1,FLNC,PELP1,PAICS,PPP5C,RRP1B,DDX11,HNRNPUL2,PEX5,DIO2,MAZ,SMCHD1,SLC7A1,MBD4,DUSP4	PF 573228
cluster_4	-0.21257186522088425	-1.3461935236465483	0.13421363815530155	0.38909307638819907	142	28	BEST1,BUB1,PTMS,ENAH,ALDH2,DIAPH3,DNAJB4,PKP4,MT1X,TOP1,TBCA,CLIC4,MTMR12,NAP1L1,ZFR,CACYBP,CYP1B1,RPL36,NMU,SNHG3,COX8A,NUPR1,CALM3,TPM1,H2AFV,SMC4,GPX3,ASNS	PF 573228
